NUMERO_REGISTRO_record_number,DENOMINACION_FOSA_grave_name,TIPO_FOSA_grave_type,FECHA_FOSA_grave_date,MUNICIPIO_municipality,PROVINCIA_province,COMAUTONOM_autonomous_community,TIPO_INTERVENCION_intervention_type,FECHA_INTERVENCION_intervention_date,ESTADO_ACTUAL_current_grave_status,NUMERO_PERSONAS_FOSA_number_people_grave,NUMERO_PERSONAS_EXHUMADAS_number_people_exhumed,NUMERO_PERSONAS_IDENTIFICADAS_number_people_identified,ENTIDAD_PROMOTORA_sponsoring_institution,ENTIDAD_INFORMANTE_reporting_entity,OBSERVACIONES_observations,,
1162/2009 ZARA,NO CONSTA,,,Ateca,Zaragoza,Aragón,,,TRASLADADA AL VALLE DE LOS CAÍDOS,1,1,1,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:08/04/1959,,
575/2009 ZARA,Fosa en el cementerio de Azuara (1),LUCHA ARMADA,,Azuara,Zaragoza,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Contiene un número indeterminado de miembros de las Brigadas Internacionales. Tiene una placa en memoria del canadiense Frank Whitfield, colocada por su familia.",,
576/2009 ZARA,Fosa en el cementerio de Azuara (2),EJECUCION,,Azuara,Zaragoza,Aragón,,,NO INTERVENIDA,2,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Contiene un número indeterminado de ejecutados por milicianos. Entre ellos hay 12 vecinos de Fuendetodos. Solo uno identificado con su nombre. Se conoce el nombre de otro.,,
577/2009 ZARA,Fosa en el cementerio de Azuara (3),FUSILAMIENTO,,Azuara,Zaragoza,Aragón,,,NO INTERVENIDA,2,2,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",,,
578/2009 ZARA,"""Fosa de la """"Tía Platera""""""",OTRO,,Azuara,Zaragoza,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Mujer apaleada por otras mujeres en la trasera del cementerio en el camino que conducía a Belchite,,
579/2009 ZARA,Fosa en la carretera de Zaragoza,FUSILAMIENTO,,Azuara,Zaragoza,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Fosa a 500 metros del pueblo en la carretera de Zaragoza. Dos soldadados pertenecientes a las tropas moras.,,
583/2009 ZARA,Fosa en Bardallur,FUSILAMIENTO,,Bardallur,Zaragoza,Aragón,,,EXHUMADA TOTAL,,13,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Fosa levantada durante el franquismo y trasladados los restos a un nicho del cementerio donde no consta ninguna inscripción.,,
587/2009 ZARA,Fosa en el lateral derecho del cementerio de Belchite,LUCHA ARMADA,,Belchite,Zaragoza,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","En esta fosa se encuentra un número indetreminado de personas fallecidas como consecuencia de la lucha armada, y ejecutados de pueblos colindantes, como Fuendetodos y Mediana de Aragón.",,
584/2009 ZARA,Fosa en Belchite en la nave lateral de la Iglesia de San Martín,OTRO,,Belchite,Zaragoza,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Se encuentre bajo una de las naves larterales de la Iglesia de San Martín que quedó totalmente arrasada durante los combates, cuya estructura cayó sobre los heridos y el personal del hospital de Campaña. Contiene los restos de estos fallecidos y de soldados muertos en campaña en el verano de 1937.",,
585/2009 ZARA,Fosa del Trujal,LUCHA ARMADA,,Belchite,Zaragoza,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Contiene un número indeterminado de víctimas civiles y militares muertos durante la campaña de verano de 1937. Fue ornamentada después de la guerra pero en la actualidad está abandonada  y el lugar permanece cerrado al público.,,
586/2009 ZARA,Fosa en el lateral izquierdo del cementerio de Belchite,LUCHA ARMADA,,Belchite,Zaragoza,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","El hecho de que Belchite se conquistara, en varias ocasiones, por uno u otro bando, incrementó de forma considerable las ejecuciones y fallecimientos con motivo de los enfrentamientos Se calcula que en esta fosa hay más de 330 vecinos del pueblo",,
588/2009 ZARA,Fosa en el Cementerio de Biel,FUSILAMIENTO,18/08/1936,Biel,Zaragoza,Aragón,,,NO INTERVENIDA,8,8,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","La fosa podría encontrarse en un amplio espacio vacio en la franja más baja del cementerio, que está dividido en varios niveles. Contendría los restos de un número indeterminado de vecinos del pueblo, entre ellos ocho vecinos fusilados el 18 de agosto de 1936.",,
1184/2009 ZARA,NO CONSTA,,,Biota,Zaragoza,Aragón,,,TRASLADADA AL VALLE DE LOS CAÍDOS,25,25,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:08/04/1959,,
589/2009 ZARA,Fosa en Bisimbre,FUSILAMIENTO,19/08/1936,Bisimbre,Zaragoza,Aragón,,,EXHUMADA TOTAL,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Fosa levantada hace años. Restos de 4 víctimas trasladados a un nicho del cementerio, donde permanecen.",,
590/2009 ZARA,Fosa en Boquiñeni,FUSILAMIENTO,,Boquiñeni,Zaragoza,Aragón,,,DESAPARECIDA,,4,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Fosa que contenía 4 cuerpos de vecinos de Gallur fusilados en julio de 1936. En la actualidad cubierta por un polideportivo,,
592/2009 ZARA,Fosa común en el cementerio de Borja,FUSILAMIENTO,1/9/1936,Borja,Zaragoza,Aragón,,,DESAPARECIDA,,8,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","6/7 víctimas desconocidas, más otra víctima oriunda de Borja con residencia habitual en Zaragoza. Todos ellos fusilados el día 1 de septiembre de 1936.",,
1165/2009 ZARA,NO CONSTA,,,Borja,Zaragoza,Aragón,,,TRASLADADA AL VALLE DE LOS CAÍDOS,17,17,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:08/04/1959,,
591/2009 ZARA,Fosa en el cementerio de Botorrita,OTRO,,Botorrita,Zaragoza,Aragón,,,DESAPARECIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Se desconoce la ubicación exacta. Contiene los restos de cinco soldados muertos sepultados por el desprendimiento de una zanja que estaban cavando, y de militares muertos en la zona con motivo de enfrentamientos armados.",,
593/2009 ZARA,Fosa en el cementerio de Brea de Aragón,FUSILAMIENTO,9/8/1936,Brea de Aragón,Zaragoza,Aragón,,,DESAPARECIDA,9,9,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Además de 9 vecinos de Brea fusilados el día 09-08-1936, en esta fosa es posible que se encuentren otros vecinos fusilados en esos días.",,
1185/2009 ZARA,NO CONSTA,,,Bujaraloz,Zaragoza,Aragón,,,TRASLADADA AL VALLE DE LOS CAÍDOS,11,11,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:08/04/1959,,
594/2009 ZARA,Fosas en el antiguo cementerio de Bureta,FUSILAMIENTO,,Bureta,Zaragoza,Aragón,,,NO INTERVENIDA,,4,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Según informaciones recogidas hay dos fosas en el solar que fue el antiguo cementerio de Bureta, con dos cuerpos en cada una, de vecinos de Fuendejalón fusilados en el año 1936. Al trasladar el cementerio, los cuerpos no reclamados quedaron allí y nunca han sido desenterrados.",,
596/2009 ZARA,Gran fosa del cementerio de Calatayud,FUSILAMIENTO,,Calatayud,Zaragoza,Aragón,,,EXHUMADA TOTAL,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Contiene un número indeterminado de personas fusiladas en los primeros meses de la guerra. En los años 50 se sacó gran número de estos restos para su traslado al Valle de los Caidos, operación que hubo de ser parada ante el clamor popular. El resto de los cadáveres se sacaron años mas tarde y permanecen en un lugar del cementerio.",,
597/2009 ZARA,Fosa en el Barranco de la Bartolina,FUSILAMIENTO,,Calatayud,Zaragoza,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","En esta zona podría encontrarse un conjunto impreciso de fosas donde yacerían los restos de numerosas víctimas, no identificadas, de la represión franquista, procedentes de toda la zona. Respecto al número de cuerpos que podría albergar las hipótesis van de los 400 a los 2000 según distintos estudios de la represión en el área de Calatayud. En la actualidad se debate qué hacer con este lugar y qué actuación emprender con los restos que pudieran localizarse.",,
598/2009 ZARA,Fosa próxima a la vieja estación donde llegaban las vagonetas de la mina,FUSILAMIENTO,,Calatayud,Zaragoza,Aragón,EXCAVACIÓN,7/1/2009,EXHUMADA TOTAL,2,,2,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",En esta fosa yacieron hasta el verano de 2009 los restos de dos víctimas,,
599/2009 ZARA,Fosa en el barranco Cartasogas,FUSILAMIENTO,,Calatayud,Zaragoza,Aragón,,,NO INTERVENIDA,2,2,2,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Fosa sobre la carretera Miravella-Cariñena, a dos kilómetros del punto de empalme con la N-II. Contiene los restos de dos víctimas",,
600/2009 ZARA,Fosa en el paraje de San Ramón,FUSILAMIENTO,,Calatayud,Zaragoza,Aragón,,,NO INTERVENIDA,1,1,1,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Sobre la NII en dirección a Terrer, esta fosa contiene los restos del Alcalde de Terrer.",,
601/2009 ZARA,Fosa en la carretera de Calatayud a Soria,FUSILAMIENTO,,Calatayud,Zaragoza,Aragón,,,NO INTERVENIDA,1,3,1,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Esta fosa contiene los restos de tres fusilados, de los que solo se tiene constancia de la filiación de uno de ellos.",,
1178/2009 ZARA,NO CONSTA,,,Calatayud,Zaragoza,Aragón,,,TRASLADADA AL VALLE DE LOS CAÍDOS,81,81,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:08/04/1959,,
1163/2009 ZARA,NO CONSTA,,,Calatayud,Zaragoza,Aragón,,,TRASLADADA AL VALLE DE LOS CAÍDOS,1,1,1,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:08/04/1959,,
2404/2011 ZARA,Fosa en el paraje de 'El Romeral',,,Calatayud,Zaragoza,Aragón,EXCAVACIÓN,6/18/2008,EXHUMADA TOTAL,2,2,,Asociación para la Recuperación de la Memoria Histórica,Asociación para la Recuperación de la Memoria Histórica,"""La fosa se encontraba en el paraje de El Romeral, junto al recinco amurallado perteneciente a un refugio de montaña de la zona. Despés de ser fusilados, los cuerpos sin vida fueron cubiertos con piedras del muro y no fueron trasladados a la fosa hasta dos semanas después, lo que perjudicó en el estado de conservación de los restos y, principalmente, a la conexión anatómica de los mismos.",,
595/2009 ZARA,Fosa en el cementerio de Calcena,FUSILAMIENTO,,Calcena,Zaragoza,Aragón,,,NO INTERVENIDA,1,1,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Según la entidad informante habría una fosa en el cementerio de Calcena donde yacerían los restos de una persona, asesinado en una cueva a mitad de camino entre Calcena y Purujosa.",,
560/2009 ZARA,Fosa del cementerio de Cariñena,EJECUCION,,Cariñena,Zaragoza,Aragón,,,NO INTERVENIDA,6,7,6,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Contiene los restos de 6 vecinos de Aguarón y de un panadero itinerante del que se desconoce el nombre.,,
1158/2009 ZARA,NO CONSTA,,,Cariñena,Zaragoza,Aragón,,,TRASLADADA AL VALLE DE LOS CAÍDOS,1,1,1,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:08/04/1959,,
602/2009 ZARA,Fosa en el cementerio de Caspe,FUSILAMIENTO,,Caspe,Zaragoza,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Entre 1936 y 1937 se produjeron gran número de fusilamientos por parte de ambos bandos. Tan solo queda una gran fosa sin nombres, de víctimas pertenecientes al bando nacional. Las fosas de víctimas correspondientes al bando republicano han desaparecido.",,
1278/2009 ZARA,NO CONSTA,,,Caspe,Zaragoza,Aragón,,,TRASLADADA AL VALLE DE LOS CAÍDOS,1,1,1,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:01/06/1964,,
603/2009 ZARA,Fosa en la Toca,FUSILAMIENTO,,Cetina,Zaragoza,Aragón,EXCAVACIÓN,3/22/2010,EXHUMADA TOTAL,,12,0,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Esta fosa contiene los restos de 12 vecinos de Torrijo de la Cañada fusilados en 1936. Los trabajos de exhumación de la fosa se han iniciado el día 22 de marzo de 2010.,,
604/2009 ZARA,Fosa en la fachada del cementerio de Codo,LUCHA ARMADA,,Codo,Zaragoza,Aragón,,,NO INTERVENIDA,,0,0,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","En el lateral derecho de la fachada del cementerio, existe una gran fosa, que según los vecinos debe de haber más de 200 cuerpos de victimas de los enfretamientos que tuvieron lugar en el verano de 1937. En la zona existía un hospital de campaña. En la actualidad la fosa ocupa el borde de un olivar.",,
605/2009 ZARA,Fosa junto a la ermita del Calvario,LUCHA ARMADA,,Codo,Zaragoza,Aragón,,,EXHUMADA TOTAL,,0,0,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Fosa levantada hace años y trasladados los restos al Monasterio de Montserrat, por ser la mayoría de las víctimas soldados del Requeté Catalán del Tercio Montserrat. Un monumento recuerda su memoria.",,
1180/2009 ZARA,NO CONSTA,,,Codos,Zaragoza,Aragón,,,TRASLADADA AL VALLE DE LOS CAÍDOS,9,9,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:08/04/1959,,
606/2009 ZARA,Fosa en el cementerio de Cosuenda,FUSILAMIENTO,19/09/1936,Cosuenda,Zaragoza,Aragón,,,NO INTERVENIDA,13,13,13,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Esta fosa contiene los restos de 10 vecinos de Morata de Jalón fusilados en el Camino de la Mina.,,
609/2009 ZARA,Fosa junto al cementerio de Huerva,DESCONOCIDO,,Cuarte de Huerva,Zaragoza,Aragón,,,NO INTERVENIDA,,0,0,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Esta fosa contendría un número indeterminado de víctimas ajenas al pueblo.,,
610/2009 ZARA,Fosa en el Campo de los Canteros,LUCHA ARMADA,,Cuarte de Huerva,Zaragoza,Aragón,,,DESAPARECIDA,,0,0,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",esta fosa contiene un número indeterminado de soldados de la fuerzas moras.,,
611/2009 ZARA,Fosa en la margen izq. Del barranco de la Carrilanga,FUSILAMIENTO,,Daroca,Zaragoza,Aragón,,,DESAPARECIDA,,83,0,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Por haberse realizado obras en la zona y ser un espacio por el que corren torrencialmente las aguas, no es posible la localización de esta fosa. Según manifestaciones de un testigo en ella se habrían depositado alrededor de 80 cuerpos.",,
614/2009 ZARA,Fosa el el lateral dcho. del barranco de la Carrilanga,FUSILAMIENTO,,Daroca,Zaragoza,Aragón,,,DESAPARECIDA,,3,0,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Fosa desaparecia por causa de las aguas torrenciales que periódicamente corren por la zona, contenía los restos de 3 vecinos de Manchones",,
625/2009 ZARA,Fosa en el cementerio de Farasdués,FUSILAMIENTO,,Ejea de los Caballeros,Zaragoza,Aragón,,,DESAPARECIDA,4,0,3,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","En la localidad de Farasdués, perteneciente al municipio de Ejea de los Caballeros, existe una fosa de grandes dimensiones prácticamente desaparecida con motivo de ampliaciones del cementerio. Contiene un número indeterminado de víctimas. Además de los identificados habría restos de vecinos de Biota, Asín y Valpalmas.",,
615/2009 ZARA,Fosa en el cementerio de Ejea de los Caballeros,FUSILAMIENTO,,Ejea de los Caballeros,Zaragoza,Aragón,,,NO INTERVENIDA,102,300,102,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Fosa dignificada recientemente con un monumento que sustituye a otro anterior de 1980 dedicado a las víctimas de la guerra civil en general. No se puede establecer la cifra exacta de restos inhumados en la misma, por contener víctimas asesinadas en la zona de las Cinco Villas, Ribera de Ebro y Tarazona-Moncayo. La relación de víctimas que se acompaña corresponde a los vecinos de Ejea de los Caballeros sacados del Depósito Municipal y a fusilados de la zona.",,
